,newid,PrimeDiv,StdtLevel,sex,hispanic,Nativeam,Asian,black,NHPacific,white,nralien,nr
543,1524,LA,6,F,N,N,N,N,N,Y,N,N
544,1525,EN,5,M,N,N,N,N,N,Y,N,N
545,1526,SI,6,F,N,N,N,N,N,N,Y,N
546,1527,BU,6,M,N,N,Y,N,N,N,N,N
547,1528,LA,6,F,N,N,N,N,N,N,N,Y
548,1529,LA,6,M,N,N,N,N,N,Y,N,N
549,1530,LA,6,F,N,N,N,N,N,Y,N,N
550,1531,EN,6,M,N,N,N,N,N,Y,N,N
551,1532,EN,6,F,N,N,N,N,N,Y,N,N
552,1533,BU,6,F,N,N,Y,N,N,N,N,N
553,1534,LA,6,F,N,N,N,N,N,Y,N,N
554,1535,BU,6,M,N,N,N,N,N,N,N,Y
555,1536,LA,6,F,N,N,N,N,N,Y,N,N
556,1537,LA,6,M,N,N,Y,N,N,N,N,N
557,1538,EN,6,F,N,N,N,N,N,Y,N,N
558,1539,LA,6,M,N,N,N,N,N,Y,N,N
559,1540,LA,6,F,N,N,N,N,N,Y,N,N
560,1541,BU,6,M,N,N,N,N,N,Y,N,N
561,1542,EN,6,F,N,N,N,Y,N,N,N,N
562,1543,EN,6,F,N,N,N,Y,N,N,N,N
563,1544,LA,6,M,N,N,N,N,N,Y,N,N
565,1546,AR,6,F,N,N,N,N,N,Y,N,N
566,1547,LA,6,F,N,N,N,N,N,Y,N,N
567,1548,LA,6,F,N,N,N,N,N,Y,N,N
568,1549,BU,6,M,N,N,N,N,N,Y,N,N
569,1550,GM,1,M,N,N,N,N,N,N,N,Y
570,1551,LA,6,M,N,N,N,N,N,Y,N,N
571,1552,LA,6,M,N,N,N,N,N,Y,N,N
572,1553,LA,6,F,N,N,N,N,N,Y,N,N
573,1554,LA,6,M,N,N,N,N,N,N,N,Y
574,1555,LA,6,M,N,N,N,N,N,Y,N,N
575,1556,LA,6,F,N,N,Y,N,N,N,N,N
576,1557,BU,6,F,N,N,N,N,N,Y,N,N
577,1558,LA,6,M,N,N,N,N,N,Y,N,N
578,1559,EN,6,M,N,N,Y,N,N,N,N,N
579,1560,LA,6,M,N,N,N,N,N,Y,N,N
580,1561,LA,6,M,N,N,N,N,N,Y,N,N
581,1562,LA,6,F,N,N,N,N,N,Y,N,N
582,1563,LA,6,F,N,N,N,N,N,Y,N,N
583,1564,BU,6,M,N,N,N,N,N,Y,N,N
584,1565,LA,6,M,N,N,N,N,N,N,N,Y
585,1566,LA,6,F,N,N,N,N,N,Y,N,N
586,1567,LA,6,F,N,N,N,N,N,Y,N,N
588,1569,LA,6,F,N,N,N,N,N,Y,N,N
589,1570,SW,1,F,N,N,N,N,N,Y,N,N
590,1571,LA,6,F,N,N,N,N,N,Y,N,N
591,1572,LA,6,M,N,N,N,N,N,Y,N,N
592,1573,LA,6,F,N,N,N,N,N,Y,N,N
593,1574,LA,6,M,N,N,N,N,N,Y,N,N
594,1575,SI,6,F,N,N,N,N,N,Y,N,N
595,1576,LA,6,F,N,N,N,N,N,N,N,Y
596,1577,LA,6,M,N,N,Y,N,N,N,N,N
597,1578,LA,6,F,N,N,N,N,N,Y,N,N
599,1580,EN,6,M,N,N,N,N,N,Y,N,N
600,1581,LA,6,F,N,N,N,Y,N,N,N,N
601,1582,LA,6,F,N,N,N,N,N,Y,N,N
602,1583,LA,6,F,N,N,N,N,N,Y,N,N
603,1584,LA,6,F,N,N,N,N,N,Y,N,N
604,1585,LA,6,F,N,N,N,N,N,Y,N,N
605,1586,LA,6,F,N,N,N,N,N,Y,N,N
606,1587,LA,6,M,N,N,N,N,N,Y,N,N
607,1588,LA,6,F,N,N,Y,N,N,N,N,N
608,1589,LA,6,F,N,N,Y,N,N,N,N,N
609,1590,BU,6,F,Y,N,N,N,N,N,N,N
610,1591,LA,6,F,N,N,N,N,N,Y,N,N
611,1592,LA,6,F,N,N,N,N,N,Y,N,N
612,1593,LA,6,M,Y,N,N,N,N,Y,N,N
613,1594,BU,6,M,N,N,N,N,N,Y,N,N
614,1595,LA,6,F,N,N,N,N,N,Y,N,N
615,1596,FA,6,F,N,N,N,N,N,Y,N,N
616,1597,GB,2,M,N,N,N,N,N,Y,N,N
617,1598,LA,6,F,N,N,N,Y,N,Y,N,N
618,1600,LA,6,F,N,N,N,N,N,Y,N,N
619,1601,FA,6,F,N,N,N,Y,N,N,N,N
620,1602,LA,3,F,N,N,N,Y,N,N,N,N
621,1603,SW,4,F,N,N,N,N,N,Y,N,N
622,1604,BU,6,F,N,N,N,N,N,Y,N,N
623,1605,LA,6,F,N,N,N,N,N,N,N,Y
624,1606,LA,6,F,Y,N,N,N,N,N,N,N
625,1607,BU,6,M,N,N,N,N,N,Y,N,N
626,1608,LA,6,F,N,N,N,N,N,Y,N,N
627,1609,LA,6,F,N,N,N,N,N,Y,N,N
628,1610,LA,6,F,N,N,Y,N,N,N,N,N
629,1611,LA,6,M,N,N,N,N,N,Y,N,N
630,1612,AR,6,F,N,N,N,N,N,Y,N,N
631,1613,EN,6,M,N,N,N,N,N,Y,N,N
632,1614,LA,6,M,N,N,N,N,N,Y,N,N
633,1615,LA,6,M,N,N,Y,N,N,N,N,N
634,1616,BU,6,M,Y,N,N,Y,N,Y,N,N
635,1617,LA,6,F,N,N,N,N,N,Y,N,N
636,1618,LA,6,M,N,N,N,N,N,N,Y,N
637,1619,LA,6,M,N,N,N,N,N,N,Y,Y
639,1621,LA,6,F,N,N,N,N,N,Y,N,N
640,1622,BU,6,M,N,N,N,N,N,Y,N,N
641,1623,BU,6,M,N,N,N,N,N,Y,N,N
642,1624,LA,6,M,N,N,N,N,N,Y,N,N
643,1625,FA,6,F,N,N,N,N,N,Y,N,N
644,1626,SI,1,M,N,N,N,N,N,Y,N,N
645,1627,EN,6,M,N,N,N,N,N,Y,N,N
646,1628,LA,5,M,N,N,N,N,N,Y,N,N
647,1629,LA,6,F,N,N,N,N,N,Y,N,N
648,1630,LA,6,F,N,N,N,Y,N,N,N,N
650,1632,LA,6,F,N,N,N,N,N,Y,N,N
651,1633,LA,6,M,N,N,Y,N,N,N,N,N
652,1634,LA,6,M,N,N,N,N,N,Y,N,N
653,1635,LA,6,M,N,N,N,N,N,Y,N,N
654,1636,EN,6,M,N,N,N,N,N,Y,N,N
655,1637,LA,6,F,N,N,Y,N,N,N,N,N
656,1638,EN,6,M,N,N,N,N,N,Y,N,N
657,1639,LA,6,F,N,N,N,N,N,Y,N,N
658,1640,UG,1,M,N,N,N,N,N,Y,N,N
659,1641,LA,6,M,N,N,N,N,N,Y,N,N
660,1642,BU,6,F,N,N,N,N,N,Y,N,N
661,1643,AC,1,F,N,N,N,N,N,Y,N,
662,1644,LA,6,F,N,N,N,N,N,Y,N,N
663,1645,LA,6,F,N,N,N,N,N,Y,N,N
664,1646,GB,1,M,N,N,N,N,N,Y,N,N
665,1647,LA,6,M,Y,N,N,N,N,N,N,N
666,1648,LA,6,M,N,N,N,N,N,Y,N,N
667,1649,EN,6,M,Y,N,N,N,N,Y,N,N
668,1650,LA,6,F,N,N,N,N,N,Y,N,N
669,1651,LA,6,M,N,N,N,N,N,Y,N,N
670,1652,BU,6,F,N,N,N,N,N,Y,N,N
671,1653,BU,6,F,N,N,N,N,N,Y,N,N
672,1654,LA,6,M,N,N,N,N,N,Y,N,N
673,1655,LA,6,M,N,N,N,N,N,N,N,Y
674,1656,LA,6,F,N,N,N,N,N,Y,N,N
675,1657,BU,6,M,N,N,N,N,N,Y,N,N
676,1658,LA,6,F,N,N,Y,N,N,N,N,N
677,1659,LA,6,M,N,N,N,N,N,Y,N,N
678,1660,LA,6,M,N,N,Y,N,N,N,N,N
679,1661,EN,6,F,N,N,N,N,N,Y,N,N
680,1662,BU,6,M,N,N,N,N,N,Y,N,N
681,1663,LA,6,F,N,N,Y,N,N,N,N,N
682,1664,LA,6,F,N,N,N,N,N,Y,N,N
683,1665,BU,6,M,N,N,N,N,N,Y,N,N
684,1666,LA,6,F,N,N,Y,N,N,N,N,N
685,1667,LA,6,M,N,N,N,N,N,N,Y,N
686,1668,LA,6,F,N,N,N,N,N,Y,N,N
687,1669,LA,6,F,N,N,N,N,N,Y,N,N
688,1670,BU,6,M,N,N,N,N,N,Y,N,N
689,1672,LA,6,M,N,N,N,N,N,Y,N,N
690,1673,LA,6,F,N,N,N,N,N,Y,N,N
691,1674,EN,6,M,N,N,N,N,N,Y,N,N
692,1675,LA,6,F,N,N,Y,N,N,Y,N,N
693,1676,BU,6,M,N,N,N,N,N,N,Y,N
694,1677,LA,6,F,N,N,N,N,N,Y,N,N
695,1678,LA,6,M,N,N,N,N,N,Y,N,N
696,1679,LA,6,F,N,N,N,N,N,N,Y,N
697,1680,BU,6,M,N,N,N,N,N,Y,N,N
698,1681,FA,6,F,N,N,Y,N,N,N,N,N
699,1682,LA,6,M,N,N,N,N,N,Y,N,N
700,1683,LA,6,F,N,N,N,N,N,N,Y,Y
701,1684,EN,6,F,N,N,N,N,N,N,Y,N
702,1685,LA,6,F,N,N,N,N,N,N,N,Y
703,1686,LA,6,M,N,N,Y,N,N,N,N,N
704,1687,BU,6,M,N,N,N,N,N,Y,N,N
706,1689,LA,6,M,N,N,Y,N,N,N,N,N
707,1690,LA,6,M,N,N,N,N,N,Y,N,N
708,1691,BU,6,M,N,N,N,N,N,Y,N,N
709,1692,EN,6,F,N,N,N,N,N,N,N,Y
710,1693,LA,6,M,N,N,N,N,N,Y,N,N
711,1694,LA,6,M,N,N,Y,N,N,N,N,N
712,1695,EN,6,M,N,N,N,N,N,Y,N,N
713,1696,BU,6,M,N,N,N,N,N,Y,N,N
714,1697,BU,6,M,N,N,N,N,N,Y,N,N
715,1698,LA,6,M,N,N,N,N,N,Y,N,N
716,1699,EN,6,M,N,N,N,N,N,Y,N,N
717,1700,FA,6,F,N,N,N,Y,N,N,N,N
718,1701,LA,6,M,N,N,N,N,N,Y,N,N
719,1702,LA,6,F,N,N,N,N,N,N,Y,N
720,1703,BU,6,F,N,N,N,N,N,Y,N,N
721,1704,AR,6,F,N,N,N,N,N,Y,N,N
722,1705,LA,6,M,N,N,N,N,N,Y,N,N
723,1706,GB,0,M,N,N,N,N,N,N,Y,N
724,1707,LA,6,F,N,N,N,N,N,N,Y,N
725,1708,EN,6,M,N,N,N,N,N,N,Y,N
726,1709,LA,6,M,Y,N,N,N,N,N,N,N
727,1710,LA,6,F,N,N,N,N,N,Y,N,N
728,1711,EN,6,M,N,N,Y,N,N,N,N,N
729,1712,BU,6,M,N,N,Y,N,N,N,N,N
730,1713,GP,2,F,N,N,N,N,N,Y,N,N
731,1714,SI,6,M,N,N,N,N,N,Y,N,N
732,1715,LA,6,M,N,N,Y,N,N,N,N,N
733,1716,EN,6,F,N,N,N,N,N,Y,N,N
735,1718,LA,6,F,N,N,Y,N,N,N,N,N
736,1719,LA,6,M,Y,N,N,N,N,Y,N,N
737,1720,BU,6,M,N,N,N,N,N,Y,N,N
738,1721,LA,6,F,N,N,N,N,N,Y,N,N
739,1722,LA,6,F,N,N,N,N,N,Y,N,N
740,1723,LA,6,F,N,N,N,N,N,Y,N,N
741,1724,LA,6,F,N,N,N,N,N,Y,N,N
742,1725,LA,6,M,N,N,N,N,N,Y,N,N
743,1726,LA,6,F,N,N,N,N,N,Y,N,N
744,1727,LA,6,F,N,N,N,N,N,Y,N,N
745,1728,LA,6,F,N,N,N,N,N,Y,N,N
746,1729,LA,6,M,N,N,Y,N,N,N,N,N
747,1730,BU,6,M,N,N,N,N,N,Y,N,N
748,1731,LA,6,M,N,N,N,N,N,Y,N,N
749,1732,FA,6,F,N,N,N,N,N,Y,N,N
750,1733,BU,6,M,Y,N,Y,N,N,N,Y,N
752,1735,LA,6,F,N,N,N,N,N,Y,N,N
753,1736,LA,6,F,N,N,N,N,N,Y,N,N
754,1737,BU,6,F,N,N,N,N,N,Y,N,N
756,1739,LA,6,F,N,N,N,N,N,Y,N,N
757,1740,EN,6,F,N,N,N,N,N,Y,N,N
758,1741,LA,6,F,N,N,N,N,N,Y,N,N
759,1742,EN,6,M,N,N,N,N,N,Y,N,N
760,1743,LA,6,M,N,N,Y,N,N,N,N,N
761,1744,LA,6,F,N,N,N,N,N,Y,N,N
762,1745,LA,6,M,N,N,N,N,N,Y,N,N
763,1746,BU,6,M,N,N,N,N,N,Y,N,N
764,1747,LA,6,F,N,N,N,N,N,Y,N,N
765,1748,LA,6,F,N,N,N,N,N,Y,N,N
766,1749,LA,6,M,N,N,Y,N,N,N,N,N
767,1750,BU,6,F,N,N,N,N,N,Y,N,N
768,1751,LA,6,M,N,N,N,N,N,Y,N,N
769,1752,BU,6,F,N,N,Y,N,N,N,N,N
770,1753,LA,6,M,N,N,Y,N,N,N,N,N
771,1754,LA,6,F,N,N,N,N,N,Y,N,N
773,1756,LA,6,F,N,N,Y,N,N,N,N,N
774,1757,LA,6,M,N,N,N,N,N,Y,N,N
775,1758,LA,6,M,N,N,N,N,N,Y,N,N
776,1759,LA,6,M,N,N,N,N,N,Y,N,N
777,1760,LA,6,F,N,N,N,N,N,Y,N,N
778,1761,EN,6,M,N,N,N,N,N,N,Y,N
779,1762,LA,6,F,N,N,N,N,N,N,Y,N
780,1763,EN,6,M,N,N,N,N,N,N,Y,N
781,1764,LA,6,F,N,N,N,Y,N,Y,N,N
782,1765,SI,6,M,N,N,N,N,N,Y,N,N
783,1766,LA,6,F,N,N,N,N,N,N,Y,N
784,1767,LA,6,M,N,N,N,N,N,Y,N,N
785,1768,LA,6,F,N,N,N,Y,N,N,N,N
786,1769,LA,6,F,N,N,N,N,N,Y,N,N
787,1770,LA,6,M,N,N,N,N,N,Y,N,N
789,1772,LA,6,M,N,N,N,Y,N,N,N,N
790,1773,BU,6,M,N,N,Y,N,N,N,N,N
791,1774,EN,6,M,N,Y,N,N,N,Y,N,N
792,1775,EN,6,F,N,N,N,N,N,Y,N,N
793,1776,LA,6,M,N,N,Y,N,N,N,N,N
794,1777,LA,6,F,N,N,N,N,N,Y,N,N
795,1778,LA,6,F,N,N,N,N,N,Y,N,N
796,1779,LA,6,M,N,N,N,N,N,Y,N,N
798,1781,LA,6,F,N,N,N,N,N,Y,N,N
799,1782,EN,6,M,N,N,N,N,N,Y,N,N
800,1783,EN,6,M,N,N,N,N,N,Y,N,N
801,1784,LA,6,M,N,N,N,N,N,Y,N,N
802,1785,LA,6,M,N,N,N,N,N,Y,N,N
803,1786,AR,6,M,N,N,N,N,N,Y,N,N
804,1787,LA,6,M,N,N,N,N,N,Y,N,N
805,1788,LA,6,M,N,N,N,N,N,Y,N,N
806,1789,LA,6,F,N,N,N,N,N,Y,N,N
807,1790,LA,6,F,N,N,N,N,N,Y,N,N
808,1791,BU,6,M,N,N,N,N,N,Y,N,N
809,1792,LA,6,M,N,N,N,N,N,N,Y,N
811,1794,SI,1,M,N,N,N,N,N,Y,N,N
812,1795,LA,6,M,N,N,N,N,N,N,Y,N
813,1796,BU,6,M,N,N,N,N,N,N,Y,N
814,1797,EN,6,M,N,N,N,N,N,N,Y,N
815,1798,LA,6,M,N,N,Y,N,N,N,N,N
816,1799,BU,6,M,N,N,N,N,N,Y,N,N
817,1800,LA,6,F,N,N,N,N,N,N,N,Y
818,1801,LA,6,F,N,N,N,N,N,Y,N,N
819,1802,AR,6,M,N,N,N,N,N,Y,N,N
820,1803,LA,6,F,N,N,Y,N,N,N,N,N
821,1804,FA,6,F,N,N,N,N,N,Y,N,N
823,1806,LA,6,M,N,N,Y,N,N,N,N,N
824,1807,LA,6,F,N,N,N,N,N,Y,N,N
825,1808,SW,1,F,N,N,N,N,N,Y,N,N
826,1809,EN,6,F,Y,N,N,N,N,Y,N,N
827,1810,LA,6,F,N,N,N,N,N,Y,N,N
828,1811,BU,6,M,N,N,N,N,N,Y,N,N
829,1812,LA,6,F,N,N,N,N,N,Y,N,N
830,1813,BU,6,M,Y,N,N,N,N,Y,N,N
831,1814,BU,6,F,N,N,N,N,N,Y,N,N
833,1816,LA,6,F,N,N,Y,N,N,N,N,N
834,1817,LA,6,F,N,N,Y,N,N,N,N,N
835,1818,EN,6,M,N,N,Y,N,N,N,N,N
836,1819,LA,6,F,N,N,N,N,N,Y,N,N
837,1820,LA,6,F,N,N,N,N,N,Y,N,N
838,1821,LA,6,F,N,N,N,N,N,Y,N,N
839,1822,EN,6,F,N,N,N,N,N,Y,N,N
840,1823,LA,6,M,N,N,N,Y,N,Y,N,N
841,1824,FA,6,F,N,N,N,N,N,N,N,Y
842,1825,BU,6,F,N,N,N,N,N,Y,N,N
843,1826,LA,5,M,N,N,N,N,N,Y,N,N
844,1827,EN,6,M,N,N,N,N,N,Y,N,N
845,1828,BU,6,F,N,N,N,N,N,Y,N,N
846,1829,FA,6,F,N,N,N,N,N,Y,N,N
847,1830,BU,6,F,N,N,N,N,N,Y,N,N
848,1831,BU,6,M,N,N,N,N,N,Y,N,N
849,1832,LA,6,F,N,N,N,N,N,Y,N,N
850,1833,LA,6,M,N,N,N,N,N,Y,N,N
851,1834,SI,6,M,N,N,N,N,N,Y,N,N
852,1835,LA,6,F,N,N,N,N,N,Y,N,N
853,1836,FA,6,M,N,N,N,N,N,Y,N,N
854,1837,BU,4,M,N,N,N,N,N,Y,N,N
855,1838,LA,6,M,N,N,N,N,N,Y,N,N
856,1839,EN,6,F,N,N,N,N,N,Y,N,N
858,1841,SI,6,M,N,N,N,N,N,Y,N,N
859,1842,EN,6,F,N,N,N,N,N,Y,N,N
860,1843,EN,6,M,N,N,Y,N,N,N,N,N
861,1844,LA,6,F,N,N,N,N,N,Y,N,N
862,1845,LA,6,F,N,N,N,N,N,Y,N,N
863,1846,BU,6,F,N,N,N,N,N,Y,N,N
864,1847,BU,6,M,N,N,N,N,N,N,N,Y
865,1848,GO,2,M,N,N,N,N,N,Y,N,N
866,1849,FA,6,F,N,N,N,N,N,Y,N,N
867,1850,GN,1,M,N,N,N,N,N,N,Y,
868,1851,EN,6,M,N,N,N,N,N,N,Y,N
869,1852,LA,6,M,N,N,N,N,N,Y,N,N
870,1853,LA,5,M,N,N,N,N,N,Y,N,N
871,1854,LA,6,F,N,N,N,Y,N,N,N,N
872,1855,LA,6,F,N,N,Y,N,N,N,N,N
873,1856,LA,6,M,N,N,Y,N,N,N,N,N
874,1857,LA,6,F,N,N,N,N,N,N,Y,N
875,1858,LA,6,F,N,N,N,N,N,Y,N,N
876,1859,LA,6,F,N,N,N,Y,N,N,N,N
877,1860,SI,6,M,N,N,N,N,N,Y,N,N
878,1861,BU,6,M,Y,N,N,N,N,Y,N,N
879,1862,EN,6,M,N,N,N,N,N,Y,N,N
880,1864,BU,6,F,N,N,N,N,N,N,Y,N
881,1865,EN,6,M,N,N,Y,N,N,N,N,N
882,1866,EN,6,M,N,N,Y,N,N,N,N,N
883,1867,LA,6,M,N,N,N,N,N,N,N,Y
884,1868,LA,6,F,N,N,N,N,N,Y,N,N
885,1869,LA,6,F,N,N,Y,N,N,N,N,N
886,1870,EN,6,M,N,N,Y,N,N,N,N,N
887,1871,LA,5,M,N,N,N,N,N,N,Y,N
888,1872,EN,6,M,N,N,N,N,N,Y,N,N
889,1873,LA,6,M,N,N,N,N,N,Y,N,N
890,1874,EN,6,M,N,N,N,N,N,Y,N,N
891,1875,LA,6,F,N,N,N,N,N,Y,N,N
892,1876,FA,6,F,N,N,N,N,N,Y,N,N
893,1877,FA,6,F,N,N,N,N,N,Y,N,N
894,1878,FA,6,F,N,N,N,N,N,Y,N,N
895,1879,SI,6,M,N,N,N,N,N,Y,N,N
897,1881,LA,6,M,N,N,N,N,N,N,N,Y
898,1882,LA,6,F,N,N,N,N,N,Y,N,N
899,1883,LA,6,F,N,N,N,N,N,Y,N,N
900,1884,BU,6,M,N,N,N,N,N,Y,N,N
901,1885,LA,6,F,N,N,N,N,N,Y,N,N
902,1886,LA,6,M,Y,N,N,N,N,Y,N,N
903,1887,LA,6,F,N,N,N,N,N,Y,N,N
904,1888,EN,6,M,N,N,Y,N,N,N,N,N
905,1889,LA,6,F,N,N,N,N,N,Y,N,N
906,1890,LA,6,F,N,N,N,N,N,Y,N,N
907,1891,LA,6,F,N,N,N,N,N,N,Y,N
908,1892,LA,6,F,N,N,N,N,N,N,Y,N
909,1893,LA,6,F,N,N,N,N,N,Y,N,N
910,1894,BU,6,M,N,N,Y,N,N,N,N,N
911,1895,LA,6,M,N,N,N,N,N,Y,N,N
912,1896,LA,6,M,N,N,N,N,N,Y,N,N
913,1897,EN,6,F,N,N,N,N,N,Y,N,N
914,1898,LA,6,F,N,N,N,N,N,Y,N,N
915,1899,LA,6,F,N,N,Y,N,N,N,N,N
916,1900,LA,6,M,N,N,Y,N,N,N,N,N
918,1902,EN,6,F,N,N,Y,N,N,Y,N,N
919,1903,LA,6,M,N,N,N,N,N,Y,N,N
920,1904,LA,6,M,N,Y,N,N,N,Y,N,N
921,1905,BU,6,F,N,N,N,N,N,Y,N,N
922,1906,LA,6,F,N,N,N,N,N,Y,N,N
923,1907,AR,6,M,N,N,N,N,N,Y,N,N
924,1908,LA,6,F,N,N,Y,N,N,N,N,N
925,1909,LA,6,F,N,N,N,N,N,Y,N,N
926,1910,LA,6,F,N,N,N,N,N,Y,N,N
927,1911,LA,6,M,N,N,Y,N,N,N,N,N
928,1912,BU,6,M,N,N,N,N,N,Y,N,N
929,1913,LA,6,F,N,N,N,N,N,N,Y,N
930,1914,BU,6,M,N,N,N,N,N,Y,N,N
931,1915,GR,1,M,N,N,N,N,N,N,Y,N
932,1916,EN,6,M,N,N,N,N,N,Y,N,N
933,1917,LA,6,F,N,N,Y,N,N,N,N,N
934,1918,LA,6,M,N,N,N,N,N,Y,N,N
935,1919,LA,6,F,N,N,N,N,N,N,Y,N
936,1920,LA,6,M,N,N,N,N,N,N,Y,N
937,1921,LA,6,F,Y,N,N,N,N,Y,N,N
938,1922,LA,6,F,N,N,N,Y,N,N,N,N
939,1923,LA,6,F,N,N,N,N,N,Y,N,N
940,1924,EN,6,M,N,N,Y,N,N,N,N,N
941,1925,EN,6,M,N,N,Y,N,N,N,N,N
942,1926,BU,6,M,Y,N,N,N,N,N,N,N
943,1927,LA,6,F,N,N,Y,N,N,N,N,N
944,1928,EN,6,M,N,N,N,N,N,Y,N,N
945,1929,LA,6,M,N,N,Y,N,N,Y,N,N
946,1930,BU,6,M,N,N,Y,N,N,N,N,N
947,1931,LA,6,M,N,N,Y,N,N,N,N,N
948,1932,BU,6,F,N,N,Y,N,N,N,N,N
949,1933,LA,6,M,N,N,Y,N,N,N,N,N
950,1934,LA,6,F,N,N,N,N,N,Y,N,N
951,1935,LA,6,F,N,N,N,N,N,Y,N,N
952,1936,BU,6,F,N,N,N,N,N,Y,N,N
954,1938,LA,6,F,N,N,N,N,N,Y,N,N
955,1939,BU,6,M,N,N,N,N,N,Y,N,N
956,1940,LA,6,F,N,N,N,N,N,Y,N,N
957,1941,LA,6,M,N,N,N,N,N,Y,N,N
958,1942,LA,6,F,N,N,N,N,N,Y,N,N
959,1943,EN,6,M,N,N,N,N,N,Y,N,N
960,1944,LA,6,M,N,N,Y,N,N,N,N,N
961,1945,LA,6,F,N,N,N,N,N,Y,N,N
962,1946,LA,6,F,N,N,N,N,N,Y,N,N
963,1947,BU,6,F,N,N,N,N,N,Y,N,N
964,1948,SI,6,F,Y,N,N,N,N,N,N,N
965,1949,LA,6,M,N,N,N,N,N,Y,N,N
966,1950,LA,6,M,N,N,N,N,N,Y,N,N
967,1951,BU,6,M,N,N,N,N,N,Y,N,N
968,1952,LA,6,F,N,N,N,N,N,Y,N,N
969,1953,BU,6,M,N,N,N,N,N,Y,N,N
970,1954,GO,5,F,Y,N,N,N,N,Y,N,N
971,1955,EN,6,M,N,N,Y,N,N,N,N,N
972,1956,EN,6,F,N,N,N,N,N,Y,N,N
973,1957,BU,6,F,N,N,Y,N,N,N,N,N
974,1958,BU,6,F,N,N,Y,N,N,Y,N,N
975,1959,LA,6,M,N,N,Y,N,N,N,N,N
976,1960,EN,6,F,N,N,N,N,N,N,Y,N
977,1961,LA,6,F,N,N,N,N,N,Y,N,N
978,1962,LA,6,F,N,N,N,N,N,Y,N,N
979,1963,EN,6,M,N,N,N,N,N,Y,N,N
981,1965,LA,6,F,N,N,N,Y,N,N,N,N
982,1966,LA,6,F,N,N,N,Y,N,N,N,N
983,1967,LA,6,F,N,N,Y,N,N,Y,N,N
984,1968,FA,6,F,Y,N,Y,N,N,N,N,N
985,1969,LA,6,M,N,N,N,N,N,Y,N,N
986,1970,LA,6,F,N,N,Y,N,N,Y,N,N
987,1971,GM,6,M,N,N,N,N,N,Y,N,N
988,1972,EN,6,F,N,N,Y,N,N,N,N,N
989,1973,FA,6,F,N,N,N,N,N,Y,N,N
991,1976,LA,6,M,N,N,N,N,N,Y,N,N
992,1977,BU,6,F,N,N,N,N,N,Y,N,N
993,1978,FA,6,F,N,N,Y,N,N,N,N,N
994,1979,LA,6,M,Y,N,N,N,N,Y,N,N
995,1980,LA,6,M,N,N,N,N,N,N,N,Y
996,1981,EN,6,F,N,N,N,N,N,Y,N,N
997,1982,EN,6,F,N,N,N,N,N,N,N,Y
998,1983,LA,6,M,N,N,N,N,N,Y,N,N
999,1984,LA,6,M,N,N,N,N,N,Y,N,N
1000,1985,SI,6,F,N,N,N,N,N,Y,N,N
1001,1986,EN,6,F,N,N,N,N,N,Y,N,N
1002,1987,LA,6,M,N,N,Y,N,N,N,N,N
1003,1988,EN,6,M,N,N,N,N,N,Y,N,N
1004,1989,BU,6,M,N,N,N,N,N,Y,N,N
1005,1990,LA,6,F,N,N,N,N,N,Y,N,N
1006,1991,LA,6,F,N,N,N,N,N,N,Y,N
1007,1993,LA,6,M,N,N,N,N,N,N,N,Y
1008,1994,LA,6,F,N,N,Y,N,N,Y,N,N
1009,1995,LA,6,M,N,N,N,N,N,Y,N,N
1010,1996,BU,6,M,N,N,Y,N,N,N,N,N
1011,1997,LA,6,F,N,N,N,N,N,Y,N,N
1012,1998,LA,6,F,N,N,N,N,N,Y,N,N
1013,1999,LA,6,F,N,N,N,N,N,Y,N,N
1015,2001,FA,6,F,N,N,N,N,N,Y,N,N
1016,2002,BU,6,M,N,N,N,N,N,Y,N,N
1017,2003,LA,6,M,N,N,N,N,N,N,Y,N
1018,2004,BU,6,F,N,N,Y,N,N,N,N,N
1019,2005,LA,6,M,N,N,N,N,N,Y,N,N
1020,2006,EN,6,M,N,N,N,N,N,Y,N,N
1021,2007,LA,6,M,N,N,N,N,N,N,Y,N
1022,2008,EN,6,M,N,N,N,Y,N,N,N,N
1023,2009,EN,6,M,N,N,N,N,N,Y,N,N
1024,2010,LA,6,M,N,N,N,Y,N,N,N,N
1025,2011,LA,6,F,N,N,N,N,N,Y,N,N
1026,2012,LW,1,F,N,N,N,N,N,Y,N,N
1027,2013,BU,6,F,N,N,N,Y,N,N,N,N
1028,2014,LA,6,F,N,N,N,N,N,Y,N,N
1029,2015,LA,6,M,N,N,N,N,N,Y,N,N
1030,2016,EN,6,M,N,N,Y,N,N,N,N,N
1031,2017,LA,6,F,N,N,Y,N,N,N,N,N
1032,2018,LA,6,F,N,N,N,Y,N,N,N,N
1033,2019,EN,6,M,N,N,Y,N,N,N,N,N
1035,2021,LA,6,F,N,N,N,N,N,Y,N,N
1036,2022,LA,6,F,N,N,N,N,N,Y,N,N
1037,2023,LA,6,F,N,N,N,N,N,N,N,Y
1038,2024,LA,6,F,N,N,N,N,N,Y,N,N
1039,2025,LA,6,F,Y,N,N,N,N,Y,N,N
1040,2026,EN,6,M,N,N,Y,N,N,N,N,N
1041,2027,LA,6,F,N,N,N,N,N,Y,N,N
1042,2028,LA,6,M,N,N,N,Y,N,N,N,N
1043,2029,LA,6,M,N,N,N,N,N,Y,N,N
