,newid,PrimeDiv,StdtLevel,sex,hispanic,Nativeam,Asian,black,NHPacific,white,nralien,nr
5613,7339,SI,3,M,,,Y,,,,Y,
5614,7340,GR,3,M,N,N,Y,N,N,N,Y,N
5615,7341,GM,2,M,,,,,,Y,,
5616,7343,GR,3,F,N,N,N,N,N,Y,N,N
5617,7344,GB,2,M,,,Y,,,,Y,
5618,7345,GR,3,F,N,N,N,N,N,N,Y,N
5619,7346,GR,1,M,,,Y,,,,Y,
5620,7347,UC,6,M,,,,,,Y,,
5621,7348,GR,5,M,N,N,N,N,N,Y,Y,N
5622,7349,UC,6,F,,,,,,Y,,
5623,7350,SI,3,F,,,Y,,,,Y,
5624,7352,GM,2,M,,,,,,Y,,
5625,7353,GR,5,M,N,N,N,N,N,N,N,Y
5626,7354,SI,2,M,,,Y,,,,Y,
5627,7355,GA,6,F,,,,,,,Y,
5628,7357,GR,4,F,N,N,N,N,N,Y,N,N
5629,7358,SI,2,M,,,Y,,,,Y,
5630,7360,GR,1,F,N,N,N,N,N,Y,N,N
5631,7361,GA,6,F,,,,,,,Y,
5632,7362,SI,2,M,,,Y,,,,Y,
5633,7366,GR,4,M,N,N,N,N,N,Y,N,N
5634,7367,GR,2,F,N,N,Y,N,N,N,Y,N
5635,7368,SW,4,F,Y,N,N,N,N,Y,,
5636,7369,GB,2,M,,,Y,,,,Y,
5637,7371,GB,2,M,,,Y,,,,,
5638,7372,SI,2,M,,,Y,,,,Y,
5639,7374,UG,1,F,,,,,,Y,,
5640,7376,GA,5,F,,,,,,,Y,
5641,7378,GB,2,F,,,Y,,,,Y,
5642,7380,GR,4,M,N,N,Y,N,N,N,Y,N
5644,7400,UG,1,F,,,,Y,,,,
5645,7403,GR,3,F,N,N,N,N,N,Y,N,N
5646,7404,GR,4,M,N,N,N,N,N,Y,N,N
5647,7405,GM,2,M,,,Y,,,,Y,
5648,7406,LW,5,F,Y,N,N,N,N,N,Y,N
5649,7407,SI,3,F,,,Y,,,,Y,
5650,7408,SI,2,M,,,Y,,,,Y,
5651,7411,GR,6,F,N,N,Y,N,N,N,Y,N
5652,7412,LA,4,M,N,N,N,N,N,Y,N,N
5653,7413,LA,5,F,N,N,N,N,N,Y,N,N
5654,7414,GA,5,M,,,,,,,Y,
5655,7415,GR,4,F,N,N,Y,N,N,N,N,N
5656,7416,GB,2,F,,,Y,,,,Y,
5657,7417,LW,5,F,N,N,N,Y,N,N,N,N
5658,7418,LA,5,F,N,N,N,N,N,Y,N,N
5659,7420,GR,4,M,N,N,Y,N,N,N,Y,N
5660,7421,LA,5,F,N,N,Y,N,N,N,Y,N
5661,7422,GM,2,M,,,Y,,,,Y,
5662,7423,LW,5,M,N,N,N,N,N,Y,N,N
5663,7424,LA,5,F,N,N,N,N,N,Y,N,N
5664,7425,LW,0,M,,,Y,,,,Y,
5665,7426,SW,4,F,N,N,N,N,N,N,Y,N
5666,7427,LW,5,M,,,,,,Y,,
5667,7429,LA,4,F,N,N,N,N,N,Y,N,N
5668,7430,SI,3,M,,,Y,,,,Y,
5669,7431,GB,2,F,,,Y,,,,Y,
5670,7432,GR,5,F,N,N,N,N,N,Y,N,N
5671,7437,LA,6,M,N,N,N,N,N,Y,N,N
5672,7438,SW,5,F,N,N,Y,N,N,N,Y,N
5673,7439,GR,5,M,N,N,Y,N,N,N,Y,N
5674,7442,SW,4,M,N,N,N,N,N,N,Y,N
5675,7443,GM,2,M,,,Y,,,,Y,
5676,7444,SI,2,M,,,,,,,Y,Y
5677,7445,GR,3,F,N,N,N,N,N,Y,N,N
5678,7446,LA,4,F,N,N,N,N,N,Y,N,N
5679,7449,GB,3,M,,,Y,,,,Y,
5680,7453,GA,2,F,,,,,,,Y,
5681,7455,GR,3,M,N,N,N,N,N,Y,Y,N
5682,7457,GR,4,F,,,,,,,Y,
5683,7459,SW,4,F,N,N,N,Y,N,N,N,N
5684,7460,UG,3,F,Y,,,,,,,
5685,7464,LW,5,F,N,N,N,N,N,Y,N,N
5686,7465,AR,1,M,Y,,,,,,Y,
5687,7468,GR,5,M,N,N,Y,N,N,N,Y,N
5688,7469,EN,0,M,,,,,,,Y,Y
5689,7470,LA,1,M,,,Y,,,,Y,
5690,7471,GR,5,F,N,N,Y,N,N,N,N,N
5691,7472,SI,1,M,,,,Y,,,,
5692,7473,GM,2,M,,,,,,Y,,
5693,7474,EN,0,F,,,,,,,Y,Y
5694,7475,GM,2,M,,,,,,Y,,
5696,7481,EN,1,F,,,,,,,Y,Y
5697,7482,GL,1,M,,,,,,,Y,Y
5698,7483,GM,2,M,,,Y,,,,,
5699,7484,GM,2,F,,,,,,Y,,
5701,7486,SI,2,M,,,Y,,,,Y,
5702,7487,PM,1,M,,,,,,Y,,
5704,7489,SI,2,M,,,Y,,,,Y,
5705,7490,PM,2,F,,,,,,Y,,
5706,7492,LW,5,F,N,N,N,N,N,Y,N,N
5707,7493,GR,4,F,Y,N,N,N,N,N,Y,
5708,7494,GF,4,F,,,,,,Y,,
5709,7495,SW,5,F,N,N,Y,N,N,N,Y,N
5710,7496,GM,2,M,,,Y,,,,,
5711,7497,GM,2,M,,,Y,,,,Y,
5713,7499,PM,2,F,,,Y,,,,Y,
5714,7500,GL,1,F,,,,,,Y,Y,
5715,7501,GR,5,M,Y,N,N,N,N,N,Y,
5716,7503,GR,4,M,N,N,N,N,N,Y,N,N
5717,7504,LW,5,F,N,N,N,N,N,Y,N,N
5718,7505,PM,2,M,,,Y,,,,,
5719,7507,GM,2,F,,,Y,,,,,
5720,7509,SI,2,M,,,,,,,Y,Y
5721,7510,GR,3,M,N,N,N,N,N,Y,N,N
5722,7511,GM,2,M,,,Y,,,,Y,
5723,7512,GR,5,F,N,N,N,Y,N,N,N,N
5724,7513,LW,5,F,N,N,N,Y,N,N,N,N
5725,7518,UC,6,M,,,,Y,,,,
5726,7520,GR,5,M,,,Y,,,,,
5727,7521,GM,2,M,,,,,,Y,,
5728,7564,LW,5,M,,,,,,Y,,
5729,7565,GA,6,F,,,Y,,,,,
5730,7566,LW,5,M,N,N,N,N,N,Y,N,N
5731,7567,GR,4,F,N,N,Y,N,N,N,Y,N
5732,7569,LW,4,F,N,N,N,N,N,Y,N,N
5733,7571,GM,2,M,,,Y,,,,Y,
5734,7589,GR,2,M,N,N,N,N,N,Y,N,N
5735,7590,GR,3,F,N,N,N,N,N,Y,Y,N
5736,7591,GM,2,F,,,,,,Y,,
5737,7592,GR,3,F,N,N,N,N,N,Y,N,N
5738,7593,GR,3,F,N,N,Y,N,N,N,N,N
5739,7597,SW,4,F,N,N,N,N,N,Y,N,N
5740,7600,GA,5,M,,,,,,Y,,
5741,7605,GR,4,F,N,N,Y,N,N,N,Y,N
5742,7607,LW,5,M,N,N,N,N,N,Y,N,N
5743,7608,GR,5,M,,,,,,Y,,
5744,7611,GR,5,F,N,N,Y,N,N,N,Y,N
5745,7612,LW,1,F,,,,,,Y,Y,
5746,7615,GH,2,F,N,N,Y,N,N,N,Y,N
5747,7627,GR,3,M,N,N,Y,N,N,N,Y,N
5748,7629,GR,2,M,N,N,N,N,N,Y,N,N
5749,7630,GR,6,F,N,N,N,Y,N,N,N,N
5750,7633,GR,2,F,Y,N,Y,N,N,Y,N,N
5751,7635,GM,2,M,,,,,,Y,,
5752,7637,GR,3,F,N,N,N,N,N,N,N,Y
5753,7638,GR,2,M,N,N,Y,N,N,N,Y,N
5754,7701,GR,5,M,,,,,,Y,,
5755,7702,SI,0,M,N,N,Y,N,N,N,Y,N
5756,7707,GR,1,M,N,N,Y,N,N,N,Y,N
5757,7708,PM,2,M,,,,,,Y,,
5758,7710,GB,2,M,,,Y,,,,Y,
5759,7712,PB,0,M,,,,,,,Y,
5760,7713,GR,1,M,N,N,Y,N,N,N,Y,N
5761,7715,GM,2,F,,,Y,,,,Y,
5762,7720,GA,2,F,N,N,Y,N,N,N,Y,N
5763,7721,GM,1,F,,,,,,,Y,
5764,7722,UG,4,F,,,,,,,,Y
5765,7787,UC,4,F,,,,,,Y,,
5766,7788,AR,1,F,,,,,,,Y,
5767,7879,UG,2,F,,,,,,Y,,
5768,7880,GR,0,M,N,N,Y,N,N,N,Y,N
5769,7881,LA,4,F,N,N,Y,N,N,N,N,N
5770,7883,EN,5,M,N,N,N,N,N,Y,N,
5771,7885,LW,3,F,,,Y,,,,Y,
5772,7887,SI,2,F,,,Y,,,,,
5773,7888,GL,1,M,,,,,,,Y,
5774,7889,GM,2,M,,,,,,,Y,
5775,7890,LA,3,M,Y,N,N,N,N,N,N,N
5776,7891,LA,4,M,N,N,N,N,N,N,Y,Y
5777,7892,LA,4,M,N,N,N,N,N,N,Y,N
5778,7893,LA,4,F,N,N,N,N,N,Y,N,N
5779,7894,LA,4,F,N,N,N,N,N,Y,N,N
5780,7895,FA,5,F,N,N,N,N,N,Y,N,N
5781,7896,LA,2,M,N,N,N,N,N,Y,N,N
5782,7897,FA,3,F,N,N,N,N,N,Y,N,N
5783,7898,LA,0,F,N,N,N,N,N,Y,N,N
5784,7899,EN,4,M,N,N,Y,N,N,N,Y,N
5785,7900,BU,3,F,N,N,N,N,N,Y,N,N
5786,7901,BU,4,M,N,N,N,N,N,Y,N,N
5787,7902,LA,4,F,N,N,N,N,N,Y,N,N
5788,7903,LA,3,F,N,N,N,N,N,Y,N,N
5789,7904,EN,4,F,N,N,Y,N,N,N,Y,N
5790,7905,FA,3,M,N,N,Y,N,N,N,Y,N
5791,7906,FA,1,F,N,N,N,N,N,Y,N,N
5792,7907,LA,2,M,N,N,N,N,N,Y,N,N
5793,7908,LA,4,F,N,N,Y,N,N,Y,N,N
5794,7909,EN,3,F,Y,N,N,N,N,Y,N,N
5795,7910,LA,3,M,N,N,N,N,N,Y,N,N
5796,7911,LA,4,F,N,N,N,N,N,Y,N,N
5797,7912,BU,4,F,Y,N,N,N,N,Y,N,N
5798,7913,EN,4,M,N,N,Y,N,N,N,Y,N
5799,7914,EN,4,F,N,N,N,N,N,Y,N,N
5800,7915,AR,4,F,N,N,Y,N,N,N,Y,N
5801,7916,AR,4,M,N,N,N,N,N,N,N,Y
5802,7917,AR,2,M,N,N,N,N,N,Y,N,N
5803,7918,AR,4,F,N,N,N,N,N,Y,N,N
5804,7919,LA,3,M,N,N,N,N,N,Y,N,N
5805,7920,AR,3,F,N,Y,N,Y,N,N,N,N
5806,7921,AR,3,F,N,N,Y,N,N,N,N,N
5807,7922,AR,4,F,N,N,N,N,N,Y,N,N
5808,7923,AR,3,M,N,N,N,N,N,Y,N,N
5809,7924,FA,2,M,N,N,N,N,N,Y,N,N
5810,7925,AR,4,M,N,N,Y,N,N,N,N,N
5811,7926,LA,4,M,N,N,Y,N,N,N,N,N
5812,7927,AR,4,M,N,N,N,N,N,N,Y,N
5813,7928,LA,2,F,N,N,N,N,N,Y,N,N
5814,7929,FA,3,F,N,N,N,N,N,Y,N,N
5815,7930,LA,5,M,N,N,Y,N,N,N,N,N
5816,7931,LA,2,M,N,N,N,N,N,Y,N,N
5817,7932,EN,4,M,N,N,N,N,N,Y,N,N
5818,7933,LA,5,M,N,N,N,N,N,Y,N,N
5819,7934,LA,4,F,N,N,Y,N,N,Y,N,N
5820,7935,LA,3,M,N,N,Y,N,N,Y,N,N
5821,7936,EN,3,M,N,N,Y,N,N,N,N,N
5822,7937,LA,4,F,N,N,Y,N,N,N,N,N
5823,7938,LA,4,F,N,N,N,N,N,Y,N,N
5824,7939,EN,4,M,N,N,N,N,N,Y,N,N
5825,7940,LA,4,M,N,N,Y,N,N,N,Y,N
5826,7941,EN,2,F,N,N,N,N,N,Y,N,N
5827,7942,BU,3,F,N,N,N,N,N,Y,N,N
5828,7943,EN,3,M,N,N,N,N,N,Y,N,N
5829,7944,LA,4,M,N,N,N,N,N,Y,N,N
5830,7945,EN,2,F,Y,N,N,N,N,Y,N,N
5831,7946,EN,3,M,N,N,N,N,N,Y,N,N
5832,7947,LA,4,F,N,N,Y,N,N,N,N,N
5833,7948,LA,2,F,N,N,N,N,N,Y,N,N
5834,7949,BU,3,M,N,N,N,N,N,Y,N,N
5835,7950,LA,3,M,N,N,N,N,N,N,N,Y
5836,7951,LA,2,F,N,N,N,N,N,Y,N,N
5837,7952,EN,4,F,N,N,N,N,N,Y,N,N
5838,7953,LA,2,F,N,N,N,N,N,Y,N,N
5839,7954,LA,3,F,N,N,N,N,N,Y,N,N
5840,7955,LA,4,F,N,N,N,N,N,Y,N,N
5841,7956,BU,4,M,N,N,N,N,N,Y,N,N
5842,7957,LA,4,F,N,N,N,N,N,Y,N,N
5843,7958,LA,4,F,N,N,N,N,N,Y,N,N
5844,7959,BU,4,F,N,N,N,N,N,Y,N,N
5845,7960,LA,3,M,N,N,N,N,N,Y,N,N
5846,7961,BU,3,F,N,N,N,N,N,Y,N,N
5847,7962,LA,3,F,N,N,N,N,N,Y,N,N
5848,7963,FA,3,M,N,N,N,N,N,Y,N,N
5849,7964,EN,4,M,N,N,Y,N,N,N,N,N
5850,7965,BU,3,F,N,N,N,N,N,Y,N,N
5851,7966,LA,2,M,N,N,N,N,N,Y,N,N
5852,7967,LA,4,F,Y,N,N,N,N,Y,N,N
5853,7968,LA,3,F,N,N,Y,N,N,Y,N,N
5854,7969,LA,3,F,N,N,N,N,N,Y,N,N
5855,7970,BU,3,F,N,N,Y,N,N,N,N,N
5856,7971,LA,3,F,N,N,N,N,N,Y,N,N
5857,7972,LA,5,F,Y,N,N,N,N,Y,N,N
5858,7973,LA,3,F,N,N,N,N,N,Y,N,N
5859,7974,BU,4,F,N,N,Y,N,N,N,Y,N
5860,7975,BU,3,M,N,N,Y,N,N,N,Y,N
5861,7976,LA,4,M,N,N,N,N,N,Y,N,N
5862,7977,LA,0,F,N,N,N,N,N,Y,N,N
5863,7978,BU,4,M,N,N,Y,N,N,N,N,N
5864,7979,FA,4,M,N,N,Y,N,N,N,Y,N
5865,7980,EN,4,M,N,N,Y,N,N,N,N,N
5866,7981,BU,4,M,N,N,N,N,N,Y,N,N
5867,7982,BU,3,M,N,N,N,N,N,Y,N,N
5868,7983,EN,4,F,N,N,Y,N,N,N,N,N
5869,7984,LA,3,F,N,N,N,N,N,Y,N,N
5870,7985,BU,3,M,N,N,N,N,N,Y,N,N
5871,7986,LA,4,F,N,N,N,N,N,Y,N,N
5872,7987,LA,4,F,N,N,Y,N,N,N,N,N
5873,7988,LA,4,M,N,N,N,N,N,Y,N,N
5874,7989,FA,4,F,N,N,N,N,N,N,N,Y
5875,7990,LA,4,F,N,N,Y,N,N,N,Y,N
5876,7991,LA,3,M,N,N,N,N,N,Y,N,N
5877,7992,AR,3,F,N,N,N,N,N,Y,N,N
5878,7993,LA,4,F,N,N,N,N,N,Y,N,N
5879,7994,LA,5,F,N,N,N,N,N,Y,N,N
5880,7995,BU,3,F,N,N,N,N,N,Y,N,N
5881,7996,LA,4,F,N,N,Y,N,N,N,N,N
5882,7997,LA,4,M,N,N,N,N,N,Y,N,N
5883,7998,EN,4,M,N,N,N,N,N,Y,N,N
5884,7999,LA,4,F,N,N,Y,N,N,Y,N,N
5885,8000,LA,5,F,N,N,Y,N,N,N,N,N
5886,8001,EN,3,M,N,N,N,N,N,Y,N,N
5887,8002,LA,4,F,N,N,N,N,N,Y,N,N
5888,8003,LA,4,F,N,N,N,N,N,Y,N,N
5889,8004,BU,3,M,N,N,Y,N,N,N,N,N
5890,8005,BU,4,M,N,N,N,N,N,Y,N,N
5891,8006,EN,5,M,N,N,Y,N,N,N,N,N
5892,8007,LA,3,F,N,N,N,N,N,Y,N,N
5893,8008,EN,4,M,N,N,Y,N,N,N,N,N
5894,8009,EN,3,F,N,N,N,N,N,Y,N,N
5895,8010,BU,4,M,N,N,N,N,N,Y,N,N
5896,8011,EN,4,M,N,N,N,N,N,Y,N,N
5897,8012,EN,0,F,N,N,N,N,N,Y,N,N
5898,8013,BU,3,F,N,N,N,N,N,Y,N,N
5899,8014,LA,3,F,N,N,N,N,N,Y,N,N
5900,8015,LA,1,M,N,N,N,N,N,Y,N,N
5901,8016,EN,4,M,N,N,Y,N,N,N,N,N
5902,8017,LA,3,F,N,N,N,N,N,Y,N,N
5903,8018,BU,3,M,N,N,N,N,N,Y,N,N
5904,8019,EN,4,M,N,N,Y,N,N,N,N,N
5905,8020,LA,3,F,N,N,N,N,N,Y,N,N
5906,8021,LA,3,M,Y,N,N,N,N,Y,N,N
5907,8022,EN,4,F,N,N,Y,N,N,N,N,N
5908,8023,EN,3,F,N,N,N,N,N,Y,N,N
5909,8024,LA,3,F,N,N,N,N,N,Y,N,N
5910,8025,LA,3,F,N,N,N,N,N,Y,N,N
5911,8026,BU,3,F,N,N,N,N,N,Y,N,N
5912,8027,EN,4,F,N,N,N,N,N,Y,N,N
5913,8028,LA,3,M,Y,N,N,N,N,Y,N,N
5914,8029,LA,2,F,N,N,N,Y,N,Y,N,N
5915,8030,BU,3,F,N,N,N,N,N,Y,N,N
5916,8031,LA,4,M,N,N,N,N,N,Y,N,N
5917,8032,BU,3,F,N,N,N,N,N,Y,N,N
5918,8033,LA,3,M,N,N,Y,N,N,N,N,N
5919,8034,BU,3,M,Y,N,Y,N,N,Y,N,N
5920,8035,BU,3,M,N,N,Y,N,N,Y,N,N
5921,8036,BU,3,F,N,N,N,N,N,Y,N,N
5922,8037,LA,4,M,N,N,Y,N,N,Y,N,N
5923,8038,BU,4,M,N,N,Y,N,N,N,N,N
5924,8039,LA,3,F,N,N,Y,N,N,N,N,N
5925,8040,LA,3,F,N,N,N,N,N,Y,N,N
5926,8041,LA,3,F,Y,N,N,N,N,Y,N,N
5927,8042,BU,4,M,N,N,N,N,N,Y,N,N
5928,8043,LA,4,M,N,N,N,N,N,Y,N,N
5929,8044,LA,3,M,N,N,N,N,N,Y,N,N
5930,8045,EN,4,M,N,N,N,N,N,Y,N,N
5931,8046,LA,4,F,N,N,N,N,N,Y,N,N
5932,8047,LA,2,M,Y,N,N,N,N,Y,N,N
5933,8048,BU,5,F,N,N,N,N,N,Y,N,N
5934,8049,LA,3,F,N,N,N,N,N,Y,N,N
5935,8050,LA,3,M,N,N,Y,N,N,N,N,N
5936,8051,LA,4,M,N,N,N,N,N,Y,N,N
5937,8052,LA,3,F,N,N,N,N,N,Y,N,N
5938,8053,LA,1,M,N,N,Y,N,N,N,Y,N
5939,8054,LA,3,F,N,N,N,N,N,Y,N,N
5940,8055,BU,4,M,N,N,N,N,N,Y,N,N
5941,8056,LA,4,M,N,N,N,N,N,Y,N,N
5942,8057,EN,4,M,N,N,Y,N,N,N,N,N
5943,8058,LA,3,F,N,N,N,N,N,Y,N,N
5944,8059,LA,3,F,N,N,N,N,N,Y,N,N
5945,8060,BU,3,F,N,N,N,N,N,Y,N,N
5946,8061,LA,4,F,N,N,Y,N,N,N,N,N
5947,8062,BU,4,F,N,N,Y,N,N,N,Y,N
5948,8063,LA,2,M,N,N,Y,N,N,N,Y,N
5949,8064,LA,4,M,Y,N,N,N,N,Y,N,N
5950,8065,LA,4,F,N,N,Y,N,N,N,N,N
5951,8066,LA,4,F,N,N,Y,N,N,N,N,N
5952,8067,LA,3,F,N,N,N,N,N,N,Y,N
5953,8068,LA,4,F,N,N,Y,N,N,N,Y,N
5954,8069,LA,4,F,N,N,N,N,N,Y,N,N
5955,8070,LA,4,F,N,N,Y,N,N,Y,N,N
5956,8071,EN,4,M,N,N,Y,N,N,N,N,N
5957,8072,LA,4,F,N,N,Y,N,N,N,Y,N
5958,8073,BU,4,F,N,N,Y,N,N,N,Y,N
5959,8074,LA,4,F,N,N,Y,N,N,N,Y,N
5960,8075,BU,3,M,N,N,N,N,N,Y,N,N
5961,8076,LA,3,F,N,N,Y,N,N,N,Y,N
5962,8077,LA,3,F,N,N,N,N,N,Y,N,N
5963,8078,EN,4,M,N,N,N,N,N,Y,N,N
5964,8079,LA,3,M,N,N,N,N,N,Y,N,N
5965,8080,FA,3,M,N,N,N,N,N,Y,N,N
5966,8081,BU,3,F,Y,Y,N,N,N,Y,N,N
5967,8082,LA,3,M,N,N,N,N,N,Y,N,N
5968,8083,LA,5,M,N,N,N,N,N,Y,N,N
5969,8084,LA,3,F,N,N,N,N,N,Y,N,N
5970,8085,LA,4,F,N,N,N,N,N,Y,N,N
5971,8086,LA,4,M,N,N,N,N,N,Y,N,N
5972,8087,BU,3,M,N,N,N,N,N,Y,N,N
5973,8088,EN,4,F,N,N,N,N,N,Y,N,N
5974,8089,LA,3,M,Y,N,N,N,N,Y,N,N
5975,8090,EN,4,M,N,N,Y,N,N,N,N,N
5976,8091,LA,3,M,N,N,Y,N,N,N,Y,N
5977,8092,BU,4,F,N,N,Y,N,N,N,Y,N
5978,8093,LA,4,F,N,N,N,N,N,Y,N,N
5979,8094,BU,3,M,N,N,N,N,N,Y,N,N
5980,8095,LA,4,F,N,N,Y,N,N,Y,N,N
5981,8096,LA,4,M,N,N,N,N,N,Y,N,N
5982,8097,EN,5,F,N,N,Y,N,N,N,N,N
5983,8098,EN,4,M,N,N,N,N,N,Y,N,N
5984,8099,BU,3,M,N,N,N,N,N,N,N,Y
5985,8100,LA,3,F,N,N,N,N,N,Y,N,N
5986,8101,LA,4,F,N,N,N,N,N,Y,N,N
5987,8102,EN,3,M,N,N,Y,N,N,N,N,N
5988,8103,BU,3,F,N,N,N,N,N,Y,N,N
5989,8104,LA,4,M,N,N,N,N,N,Y,N,N
5990,8105,LA,3,F,N,N,N,N,N,Y,N,N
5991,8106,EN,4,M,N,N,N,N,N,Y,N,N
5992,8107,LA,4,F,N,N,N,N,N,Y,N,N
5993,8108,EN,4,F,N,N,N,N,N,Y,N,N
5994,8109,LA,3,M,N,N,Y,N,N,N,N,N
5995,8110,LA,3,M,N,N,N,N,N,Y,N,N
5996,8111,BU,4,M,N,N,N,N,N,Y,N,N
5997,8112,BU,3,M,N,N,N,N,N,Y,N,N
5998,8113,EN,4,F,N,N,N,N,N,Y,N,N
5999,8114,BU,3,F,N,N,N,N,N,Y,N,N
6000,8115,LA,3,M,N,N,Y,N,N,Y,N,N
6001,8116,LA,3,M,N,N,N,N,N,Y,N,N
6002,8117,LA,4,M,N,N,N,N,N,N,,Y
6003,8118,BU,2,M,N,N,N,N,N,Y,N,N
6004,8119,LA,4,M,N,N,N,N,N,Y,N,N
6005,8120,LA,3,F,N,N,Y,N,N,N,N,N
6006,8121,LA,4,F,Y,N,N,N,N,N,N,N
6007,8122,FA,3,M,N,N,N,N,N,Y,N,N
6008,8123,LA,4,F,N,N,N,N,N,Y,N,N
6009,8124,EN,4,M,N,N,Y,N,N,N,N,N
6010,8125,EN,4,F,Y,N,N,N,N,Y,N,N
6011,8126,BU,3,M,N,N,N,N,N,Y,N,N
6012,8127,BU,3,F,N,N,N,N,N,Y,N,N
6013,8128,BU,3,M,N,N,N,N,N,Y,N,N
6014,8129,LA,4,M,N,N,N,N,N,Y,N,N
6015,8130,LA,4,M,N,N,N,N,N,Y,N,N
6016,8131,EN,3,M,N,N,N,N,N,Y,N,N
6017,8132,LA,3,M,N,N,N,N,N,Y,N,N
6018,8133,LA,3,M,N,N,N,N,N,Y,N,N
6019,8134,BU,3,F,N,N,N,N,N,Y,N,N
6020,8135,LA,4,F,N,N,N,N,N,Y,N,N
6021,8136,BU,2,F,N,N,N,N,N,Y,N,N
6022,8137,LA,3,F,N,N,N,N,N,Y,N,N
6023,8138,EN,4,M,N,N,N,N,N,Y,N,N
6024,8139,LA,3,M,N,N,N,N,N,Y,N,N
6025,8140,FA,3,M,N,N,N,N,N,N,N,Y
6026,8141,EN,4,M,N,N,N,N,N,Y,N,N
6027,8142,LA,4,F,N,N,Y,N,N,N,N,N
6028,8143,LA,5,F,N,N,Y,N,N,N,N,N
6029,8144,LA,3,M,N,N,N,N,N,Y,N,N
6030,8145,LA,3,M,N,N,N,N,N,Y,N,N
6031,8146,LA,4,M,N,N,N,N,N,Y,N,N
6032,8147,LA,4,F,N,N,N,N,N,Y,N,N
6033,8148,BU,3,M,N,N,N,N,N,Y,N,N
6034,8149,LA,3,F,N,N,N,N,N,Y,N,N
6035,8150,BU,3,M,N,N,N,N,N,Y,N,N
6036,8151,LA,4,F,N,N,N,N,N,Y,N,N
6037,8152,AR,3,M,N,N,N,N,N,Y,N,N
6038,8153,LA,4,F,N,N,N,N,N,Y,N,N
6039,8154,LA,2,M,N,N,N,N,N,Y,N,N
6040,8155,LA,3,M,N,N,Y,N,Y,Y,N,N
6041,8156,LA,3,F,N,N,N,N,N,Y,N,N
6042,8157,EN,4,M,N,N,Y,N,N,N,N,N
6043,8158,BU,4,F,N,N,N,N,N,Y,N,N
6044,8159,EN,4,M,N,N,N,N,N,Y,N,N
6045,8160,LA,4,F,N,N,N,N,N,Y,N,N
6046,8161,LA,3,F,N,N,N,N,N,Y,N,N
6047,8162,LA,3,F,N,N,N,N,N,Y,N,N
6048,8163,EN,4,F,N,N,N,N,N,Y,N,N
6049,8164,BU,3,M,N,N,N,N,N,Y,N,N
6050,8165,LA,4,M,N,N,N,N,N,Y,N,N
6051,8166,LA,3,M,N,N,N,N,N,Y,N,N
6052,8167,LA,4,F,N,N,N,N,N,Y,N,N
6053,8168,BU,3,M,N,N,N,N,N,Y,N,N
6054,8169,EN,5,M,N,N,N,N,N,Y,N,N
6055,8170,EN,4,M,N,N,N,N,N,Y,N,N
6056,8171,AR,3,F,N,N,N,N,N,Y,N,N
6057,8172,BU,3,F,N,N,N,N,N,Y,N,N
6058,8173,LA,4,M,N,N,N,N,N,N,N,Y
6059,8174,LA,2,F,N,N,Y,N,N,N,N,N
6060,8175,LA,3,M,N,N,N,N,N,Y,N,N
6061,8176,FA,4,M,N,N,N,N,N,Y,N,N
6062,8177,BU,3,M,N,N,N,N,N,Y,N,N
6063,8178,BU,2,M,N,N,N,N,N,Y,N,N
6064,8179,LA,4,F,N,N,N,N,N,Y,N,N
6065,8180,EN,4,M,N,N,Y,N,N,N,N,N
6066,8181,EN,3,M,N,N,N,N,N,Y,N,N
6067,8182,LA,3,F,N,N,Y,N,N,N,Y,N
6068,8183,BU,4,F,N,N,Y,N,N,N,Y,N
6069,8184,LA,3,M,N,N,Y,N,N,N,N,N
6070,8185,EN,3,M,N,N,N,N,N,Y,N,N
6071,8186,BU,3,M,Y,N,N,N,N,Y,N,N
6072,8187,BU,3,M,N,N,N,N,N,Y,N,N
6073,8188,LA,4,F,N,N,N,N,N,Y,N,N
6074,8189,LA,4,M,N,N,N,N,N,Y,N,N
6075,8190,BU,3,M,N,N,N,N,N,N,N,Y
6076,8191,LA,4,F,N,N,N,N,N,Y,N,N
6077,8192,BU,4,M,N,N,N,N,N,Y,N,N
6078,8193,BU,3,F,N,N,N,N,N,Y,N,N
6079,8194,LA,3,F,N,N,N,N,N,Y,N,N
6080,8195,LA,2,F,N,N,N,N,N,Y,N,N
6081,8196,LA,4,F,N,N,N,N,N,Y,N,N
6082,8197,LA,4,M,N,N,N,N,N,Y,N,N
6083,8198,LA,3,F,N,N,N,N,N,Y,N,N
6084,8199,EN,3,M,N,N,N,N,N,Y,N,N
6085,8200,LA,4,F,N,N,N,N,N,Y,N,N
6086,8201,LA,4,F,N,N,N,Y,N,N,N,N
6087,8202,LA,3,F,N,N,Y,N,N,N,N,N
6088,8203,LA,4,F,N,N,N,N,N,Y,N,N
6089,8204,EN,4,F,N,N,Y,N,N,N,N,N
6090,8205,LA,4,M,N,N,Y,N,N,N,N,N
6091,8206,LA,3,F,N,N,N,N,N,Y,N,N
6092,8207,LA,3,F,N,N,N,N,N,Y,N,N
6093,8208,LA,3,F,N,N,N,N,N,Y,N,N
6094,8209,EN,4,M,N,N,Y,N,N,N,N,N
6095,8210,LA,4,M,N,N,N,N,N,Y,N,N
6096,8211,EN,4,F,N,N,N,N,N,Y,N,N
